,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,4/23/21 06:39:57,STOCK,SELL,-1,TO CLOSE,TKAT,,,STOCK,27.72,27.72,LMT
,4/23/21 06:39:07,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,27.98,27.98,LMT
,4/23/21 06:39:04,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,28.2699,28.27,LMT
,4/23/21 06:38:20,STOCK,SELL,-1,TO CLOSE,TKAT,,,STOCK,27.77,27.77,MKT
,4/23/21 06:37:46,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,28.08,28.08,LMT
,4/23/21 06:36:01,STOCK,SELL,-1,TO CLOSE,TKAT,,,STOCK,28.17,28.17,LMT
,4/23/21 06:35:48,STOCK,SELL,-1,TO CLOSE,TKAT,,,STOCK,27.54,27.54,LMT
,4/23/21 06:35:44,STOCK,SELL,-1,TO CLOSE,TKAT,,,STOCK,27.54,27.54,LMT
,4/23/21 06:35:01,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,27.25,27.25,LMT
,4/23/21 06:34:57,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,27.325,27.32,LMT
,4/23/21 06:34:53,STOCK,BUY,+1,TO OPEN,TKAT,,,STOCK,27.17,27.17,LMT
,4/22/21 06:59:16,STOCK,SELL,-15,TO CLOSE,AMC,,,STOCK,10.3602,10.36,MKT
,4/22/21 06:57:49,STOCK,BUY,+10,TO OPEN,AMC,,,STOCK,10.47,10.47,LMT
,4/22/21 06:56:30,STOCK,BUY,+5,TO OPEN,AMC,,,STOCK,10.39,10.39,LMT
,4/22/21 06:48:16,STOCK,SELL,-20,TO CLOSE,MVIS,,,STOCK,14.2401,14.24,MKT
,4/22/21 06:47:46,STOCK,BUY,+10,TO OPEN,MVIS,,,STOCK,14.6099,14.61,LMT
,4/22/21 06:47:44,STOCK,BUY,+10,TO OPEN,MVIS,,,STOCK,14.6299,14.63,LMT
,4/22/21 06:45:42,STOCK,SELL,-17,TO CLOSE,MVIS,,,STOCK,14.2764,14.27647,MKT
,4/22/21 06:45:41,STOCK,SELL,-5,TO CLOSE,MVIS,,,STOCK,14.30,14.30,STP
,4/22/21 06:45:25,STOCK,BUY,+10,TO OPEN,MVIS,,,STOCK,14.67,14.67,LMT
,4/22/21 06:44:14,STOCK,BUY,+5,TO OPEN,MVIS,,,STOCK,14.57,14.57,LMT
,4/22/21 06:44:11,STOCK,BUY,+5,TO OPEN,MVIS,,,STOCK,14.59,14.59,LMT
,4/22/21 06:44:01,STOCK,SELL,-5,TO CLOSE,MVIS,,,STOCK,14.35,14.35,STP
,4/22/21 06:42:33,STOCK,BUY,+5,TO OPEN,MVIS,,,STOCK,14.62,14.62,LMT
,4/22/21 06:40:51,STOCK,BUY,+2,TO OPEN,MVIS,,,STOCK,14.73,14.73,LMT
,4/22/21 06:38:12,STOCK,SELL,-10,TO CLOSE,BNGO,,,STOCK,6.8301,6.83,LMT
,4/22/21 06:37:56,STOCK,BUY,+10,TO OPEN,BNGO,,,STOCK,6.7799,6.78,LMT
,4/22/21 06:36:21,STOCK,SELL,-2,TO CLOSE,SKLZ,,,STOCK,18.912,18.91,MKT
,4/22/21 06:35:17,STOCK,BUY,+2,TO OPEN,SKLZ,,,STOCK,19.26,19.26,LMT
,4/21/21 07:16:30,STOCK,SELL,-2,TO CLOSE,WBT,,,STOCK,21.03,21.03,MKT
,4/21/21 07:16:24,STOCK,SELL,-2,TO CLOSE,WBT,,,STOCK,21.07,21.07,LMT
,4/21/21 07:16:19,STOCK,SELL,-2,TO CLOSE,WBT,,,STOCK,21.0902,21.09,LMT
,4/21/21 07:14:41,STOCK,BUY,+2,TO OPEN,WBT,,,STOCK,21.2599,21.26,LMT
,4/21/21 07:13:26,STOCK,BUY,+2,TO OPEN,WBT,,,STOCK,21.26,21.26,LMT
,4/21/21 07:12:40,STOCK,BUY,+2,TO OPEN,WBT,,,STOCK,21.39,21.39,LMT
,4/21/21 07:03:26,STOCK,SELL,-16,TO CLOSE,WBT,,,STOCK,20.9401,20.94,MKT
,4/21/21 07:03:11,STOCK,BUY,+5,TO OPEN,WBT,,,STOCK,21.2696,21.27,LMT
,4/21/21 07:02:55,STOCK,BUY,+5,TO OPEN,WBT,,,STOCK,21.2499,21.25,LMT
,4/21/21 07:00:46,STOCK,BUY,+5,TO OPEN,WBT,,,STOCK,21.24,21.24,LMT
,4/21/21 07:00:25,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,21.11,21.11,STP
,4/21/21 07:00:09,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,21.25,21.25,LMT
,4/21/21 06:59:57,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,21.24,21.24,LMT
,4/21/21 06:56:44,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,21.24,21.24,LMT
,4/21/21 06:55:57,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,20.9602,20.96,LMT
,4/21/21 06:55:12,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,20.99,20.99,LMT
,4/21/21 06:54:32,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,20.98,20.98,LMT
,4/21/21 06:49:10,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,20.78,20.78,LMT
,4/21/21 06:49:02,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,20.825,20.82,LMT
,4/21/21 06:48:34,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,20.64,20.64,LMT
,4/21/21 06:47:32,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,20.54,20.54,LMT
,4/21/21 06:46:08,STOCK,SELL,-1,TO CLOSE,WBT,,,STOCK,20.54,20.54,LMT
,4/21/21 06:44:35,STOCK,BUY,+1,TO OPEN,WBT,,,STOCK,20.35,20.35,LMT
,4/21/21 06:38:30,STOCK,SELL,-2,TO CLOSE,WBT,,,STOCK,19.77,19.77,LMT
,4/21/21 06:38:15,STOCK,SELL,-3,TO CLOSE,WBT,,,STOCK,19.7523,19.75333,LMT
,4/21/21 06:37:58,STOCK,BUY,+5,TO OPEN,WBT,,,STOCK,19.6999,19.70,LMT
,4/20/21 06:58:43,STOCK,SELL,-5,TO CLOSE,FSR,,,STOCK,14.27,14.27,LMT
,4/20/21 06:58:22,STOCK,BUY,+5,TO OPEN,FSR,,,STOCK,14.2982,14.298,LMT
,4/20/21 06:56:21,STOCK,SELL,-1,TO CLOSE,FSR,,,STOCK,14.1114,14.11,MKT
,4/20/21 06:55:54,STOCK,BUY,+1,TO OPEN,FSR,,,STOCK,14.18,14.18,LMT
,4/20/21 06:45:09,STOCK,SELL,-25,TO CLOSE,HOTH,,,STOCK,1.81,1.81,MKT
,4/20/21 06:43:59,STOCK,BUY,+25,TO OPEN,HOTH,,,STOCK,1.8484,1.8484,LMT
,4/20/21 06:41:27,STOCK,SELL,-1,TO CLOSE,MYMD,,,STOCK,7.3406,7.34,MKT
,4/20/21 06:41:13,STOCK,BUY,+1,TO OPEN,MYMD,,,STOCK,7.2994,7.30,MKT
,4/20/21 06:36:03,STOCK,SELL,-100,TO CLOSE,HOTH,,,STOCK,1.8501,1.8501,LMT
,4/20/21 06:35:03,STOCK,BUY,+100,TO OPEN,HOTH,,,STOCK,1.8681,1.8681,LMT
,4/20/21 06:34:14,STOCK,SELL,-30,TO CLOSE,HOTH,,,STOCK,1.80,1.80,MKT
,4/20/21 06:33:52,STOCK,BUY,+25,TO OPEN,HOTH,,,STOCK,1.80,1.80,LMT
,4/20/21 06:33:24,STOCK,SELL,-25,TO CLOSE,HOTH,,,STOCK,1.88,1.88,LMT
,4/20/21 06:33:02,STOCK,SELL,-19,TO CLOSE,HOTH,,,STOCK,1.89,1.89,LMT
,4/20/21 06:33:02,STOCK,SELL,-6,TO CLOSE,HOTH,,,STOCK,1.89,1.89,LMT
,4/20/21 06:32:38,STOCK,BUY,+25,TO OPEN,HOTH,,,STOCK,1.9083,1.9084,LMT
,4/20/21 06:32:12,STOCK,BUY,+25,TO OPEN,HOTH,,,STOCK,1.87,1.87,LMT
,4/20/21 06:31:30,STOCK,BUY,+5,TO OPEN,HOTH,,,STOCK,1.90,1.90,LMT
,4/19/21 07:08:09,STOCK,SELL,-15,TO CLOSE,AMBO,,,STOCK,2.8201,2.82,MKT
,4/19/21 07:08:06,STOCK,BUY,+15,TO OPEN,AMBO,,,STOCK,2.8498,2.85,LMT
,4/19/21 07:07:17,STOCK,SELL,-5,TO CLOSE,AMBO,,,STOCK,2.7801,2.78,MKT
,4/19/21 07:06:25,STOCK,BUY,+5,TO OPEN,AMBO,,,STOCK,2.78,2.78,LMT
,4/19/21 07:05:57,STOCK,SELL,-10,TO CLOSE,AMBO,,,STOCK,2.72,2.72,MKT
,4/19/21 07:05:12,STOCK,BUY,+10,TO OPEN,AMBO,,,STOCK,2.81,2.81,LMT
,4/19/21 06:57:22,STOCK,SELL,-10,TO CLOSE,AMBO,,,STOCK,2.8001,2.80,MKT
,4/19/21 06:57:03,STOCK,BUY,+10,TO OPEN,AMBO,,,STOCK,2.8699,2.87,LMT
,4/19/21 06:55:53,STOCK,SELL,-5,TO CLOSE,AMBO,,,STOCK,2.8101,2.81,LMT
,4/19/21 06:54:44,STOCK,BUY,+5,TO OPEN,AMBO,,,STOCK,2.87,2.87,LMT
,4/19/21 06:51:24,STOCK,SELL,-5,TO CLOSE,AMBO,,,STOCK,2.8501,2.85,MKT
,4/19/21 06:51:21,STOCK,SELL,-25,TO CLOSE,AMBO,,,STOCK,2.85,2.85,LMT
,4/19/21 06:51:19,STOCK,SELL,-25,TO CLOSE,AMBO,,,STOCK,2.8318,2.832,LMT
,4/19/21 06:50:49,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.79,2.79,LMT
,4/19/21 06:50:46,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.82,2.82,LMT
,4/19/21 06:50:43,STOCK,BUY,+5,TO OPEN,AMBO,,,STOCK,2.78,2.78,LMT
,4/19/21 06:41:13,STOCK,SELL,-20,TO CLOSE,AMBO,,,STOCK,2.79,2.79,LMT
,4/19/21 06:40:48,STOCK,BUY,+20,TO OPEN,AMBO,,,STOCK,2.7998,2.80,LMT
,4/19/21 06:39:23,STOCK,SELL,-10,TO CLOSE,AMBO,,,STOCK,2.76,2.76,LMT
,4/19/21 06:39:14,STOCK,SELL,-25,TO CLOSE,AMBO,,,STOCK,2.85,2.85,LMT
,4/19/21 06:38:52,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.81,2.81,LMT
,4/19/21 06:37:45,STOCK,BUY,+10,TO OPEN,AMBO,,,STOCK,2.79,2.79,LMT
,4/19/21 06:35:05,STOCK,SELL,-25,TO CLOSE,AMBO,,,STOCK,2.7201,2.72,LMT
,4/19/21 06:35:02,STOCK,SELL,-50,TO CLOSE,AMBO,,,STOCK,2.701,2.701,LMT
,4/19/21 06:35:00,STOCK,SELL,-25,TO CLOSE,AMBO,,,STOCK,2.73,2.73,LMT
,4/19/21 06:34:50,STOCK,BUY,+50,TO OPEN,AMBO,,,STOCK,2.6493,2.6492,LMT
,4/19/21 06:34:40,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.53,2.53,LMT
,4/19/21 06:34:11,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.455,2.4552,LMT
,4/19/21 06:32:41,STOCK,SELL,-80,TO CLOSE,AMBO,,,STOCK,2.40,2.40,MKT
,4/19/21 06:32:24,STOCK,BUY,+50,TO OPEN,AMBO,,,STOCK,2.54,2.54,LMT
,4/19/21 06:32:03,STOCK,BUY,+25,TO OPEN,AMBO,,,STOCK,2.56,2.56,LMT
,4/19/21 06:31:10,STOCK,BUY,+5,TO OPEN,AMBO,,,STOCK,2.43,2.43,LMT
,4/16/21 07:11:15,STOCK,SELL,-1,TO CLOSE,TIRX,,,STOCK,15.07,15.07,LMT
,4/16/21 07:10:45,STOCK,SELL,-5,TO CLOSE,CLOV,,,STOCK,8.0101,8.01,MKT
,4/16/21 07:10:06,STOCK,SELL,-10,TO CLOSE,CLOV,,,STOCK,7.8819,7.882,LMT
,4/16/21 07:09:44,STOCK,SELL,-10,TO CLOSE,CLOV,,,STOCK,7.915,7.915,LMT
,4/16/21 07:07:33,STOCK,BUY,+10,TO OPEN,CLOV,,,STOCK,7.91,7.91,LMT
,4/16/21 07:07:31,STOCK,BUY,+10,TO OPEN,CLOV,,,STOCK,7.8998,7.90,LMT
,4/16/21 07:06:32,STOCK,SELL,-15,TO CLOSE,CLOV,,,STOCK,7.8201,7.82,LMT
,4/16/21 07:05:56,STOCK,BUY,+1,TO OPEN,TIRX,,,STOCK,14.08,14.08,LMT
,4/16/21 07:04:55,STOCK,BUY,+20,TO OPEN,CLOV,,,STOCK,7.8599,7.86,LMT
,4/16/21 07:01:08,STOCK,SELL,-10,TO CLOSE,CLOV,,,STOCK,7.9202,7.92,MKT
,4/16/21 07:00:42,STOCK,BUY,+10,TO OPEN,CLOV,,,STOCK,8.0099,8.01,LMT
,4/16/21 07:00:20,STOCK,SELL,-2,TO CLOSE,CLOV,,,STOCK,7.99,7.99,LMT
,4/16/21 07:00:17,STOCK,SELL,-5,TO CLOSE,CLOV,,,STOCK,7.9901,7.99,LMT
,4/16/21 07:00:03,STOCK,BUY,+5,TO OPEN,CLOV,,,STOCK,7.9299,7.93,LMT
,4/16/21 06:59:39,STOCK,BUY,+2,TO OPEN,CLOV,,,STOCK,7.89,7.89,LMT
,4/16/21 06:57:30,STOCK,SELL,-1,TO CLOSE,TIRX,,,STOCK,12.63,12.63,LMT
,4/16/21 06:57:11,STOCK,BUY,+1,TO OPEN,TIRX,,,STOCK,12.93,12.93,LMT
,4/16/21 06:54:51,STOCK,SELL,-1,TO CLOSE,TIRX,,,STOCK,12.8201,12.82,MKT
,4/16/21 06:54:36,STOCK,BUY,+1,TO OPEN,TIRX,,,STOCK,13.23,13.23,LMT
,4/16/21 06:39:19,STOCK,SELL,-2,TO CLOSE,MTSL,,,STOCK,4.64,4.64,STP
,4/16/21 06:38:32,STOCK,BUY,+2,TO OPEN,MTSL,,,STOCK,4.8699,4.87,LMT
,4/16/21 06:34:08,STOCK,SELL,-1,TO CLOSE,EBET,,,STOCK,50.01,50.01,LMT
,4/16/21 06:33:39,STOCK,SELL,-2,TO CLOSE,EBET,,,STOCK,52.08,52.08,LMT
,4/16/21 06:33:38,STOCK,SELL,-1,TO CLOSE,EBET,,,STOCK,52.08,52.08,LMT
,4/16/21 06:33:32,STOCK,SELL,-3,TO CLOSE,EBET,,,STOCK,53.52,53.52,LMT
,4/16/21 06:33:01,STOCK,BUY,+3,TO OPEN,EBET,,,STOCK,53.52,53.52,LMT
,4/16/21 06:32:45,STOCK,BUY,+3,TO OPEN,EBET,,,STOCK,51.4999,51.50,LMT
,4/16/21 06:32:27,STOCK,BUY,+1,TO OPEN,EBET,,,STOCK,49.7499,49.75,MKT
,4/14/21 07:00:10,STOCK,SELL,-5,TO CLOSE,TV,,,STOCK,13.4024,13.402,LMT
,4/14/21 07:00:00,STOCK,BUY,+4,TO OPEN,TV,,,STOCK,13.24,13.24,LMT
,4/14/21 07:00:00,STOCK,BUY,+1,TO OPEN,TV,,,STOCK,13.24,13.24,LMT
,4/14/21 06:57:03,STOCK,SELL,-1,TO CLOSE,BTBT,,,STOCK,18.83,18.83,LMT
,4/14/21 06:56:24,STOCK,SELL,-5,TO CLOSE,BTBT,,,STOCK,18.92,18.92,LMT
,4/14/21 06:55:40,STOCK,BUY,+5,TO OPEN,BTBT,,,STOCK,18.74,18.74,LMT
,4/14/21 06:55:22,STOCK,BUY,+1,TO OPEN,BTBT,,,STOCK,18.71,18.71,LMT
,4/14/21 06:51:07,STOCK,SELL,-5,TO CLOSE,BTBT,,,STOCK,18.75,18.75,LMT
,4/14/21 06:50:41,STOCK,BUY,+5,TO OPEN,BTBT,,,STOCK,18.38,18.38,LMT
,4/14/21 06:48:44,STOCK,SELL,-5,TO CLOSE,TV,,,STOCK,13.025,13.024,MKT
,4/14/21 06:48:12,STOCK,SELL,-5,TO CLOSE,TV,,,STOCK,13.1201,13.12,LMT
,4/14/21 06:48:02,STOCK,BUY,+5,TO OPEN,TV,,,STOCK,13.2399,13.24,LMT
,4/14/21 06:47:08,STOCK,BUY,+5,TO OPEN,TV,,,STOCK,13.1399,13.14,LMT
,4/14/21 06:37:26,STOCK,SELL,-1,TO CLOSE,UTSI,,,STOCK,1.8501,1.85,MKT
,4/14/21 06:36:14,STOCK,SELL,-50,TO CLOSE,UTSI,,,STOCK,1.905,1.905,LMT
,4/14/21 06:36:06,STOCK,SELL,-25,TO CLOSE,UTSI,,,STOCK,1.965,1.9648,LMT
,4/14/21 06:34:55,STOCK,BUY,+50,TO OPEN,UTSI,,,STOCK,1.95,1.95,LMT
,4/14/21 06:34:41,STOCK,BUY,+25,TO OPEN,UTSI,,,STOCK,1.93,1.93,LMT
,4/14/21 06:34:27,STOCK,BUY,+1,TO OPEN,UTSI,,,STOCK,1.93,1.93,LMT
,4/13/21 07:28:33,STOCK,SELL,-5,TO CLOSE,VTVT,,,STOCK,3.52,3.52,LMT
,4/13/21 07:28:13,STOCK,SELL,-15,TO CLOSE,VTVT,,,STOCK,3.5101,3.51,LMT
,4/13/21 07:28:07,STOCK,SELL,-15,TO CLOSE,VTVT,,,STOCK,3.50,3.50,LMT
,4/13/21 07:27:28,STOCK,BUY,+35,TO OPEN,VTVT,,,STOCK,3.51,3.51,LMT
,4/13/21 07:09:14,STOCK,SELL,-35,TO CLOSE,VTVT,,,STOCK,3.47,3.47,LMT
,4/13/21 07:08:39,STOCK,BUY,+35,TO OPEN,VTVT,,,STOCK,3.41,3.41,LMT
,4/13/21 07:08:16,STOCK,SELL,-35,TO CLOSE,VTVT,,,STOCK,3.3401,3.34,LMT
,4/13/21 07:07:14,STOCK,BUY,+35,TO OPEN,VTVT,,,STOCK,3.37,3.37,LMT
,4/13/21 07:06:11,STOCK,SELL,-35,TO CLOSE,VTVT,,,STOCK,3.3621,3.362,LMT
,4/13/21 07:06:01,STOCK,BUY,+35,TO OPEN,VTVT,,,STOCK,3.3398,3.33971,LMT
,4/13/21 07:04:01,STOCK,SELL,-25,TO CLOSE,VTVT,,,STOCK,3.385,3.3848,LMT
,4/13/21 07:03:00,STOCK,BUY,+25,TO OPEN,VTVT,,,STOCK,3.30,3.30,LMT
,4/13/21 07:02:20,STOCK,SELL,-10,TO CLOSE,VTVT,,,STOCK,3.2601,3.26,LMT
,4/13/21 07:00:56,STOCK,SELL,-10,TO CLOSE,VTVT,,,STOCK,3.2317,3.232,LMT
,4/13/21 06:59:57,STOCK,BUY,+10,TO OPEN,VTVT,,,STOCK,3.19,3.19,LMT
,4/13/21 06:59:47,STOCK,BUY,+10,TO OPEN,VTVT,,,STOCK,3.2199,3.22,LMT
,4/13/21 06:58:07,STOCK,SELL,-1,TO CLOSE,MFNC,,,STOCK,20.70,20.70,STP
,4/13/21 06:57:43,STOCK,BUY,+1,TO OPEN,MFNC,,,STOCK,21.16,21.16,LMT
,4/13/21 06:56:02,STOCK,SELL,-1,TO CLOSE,MFNC,,,STOCK,21.2104,21.21,LMT
,4/13/21 06:55:56,STOCK,SELL,-1,TO CLOSE,MFNC,,,STOCK,21.151,21.15,LMT
,4/13/21 06:55:13,STOCK,BUY,+1,TO OPEN,MFNC,,,STOCK,21.13,21.13,LMT
,4/13/21 06:54:44,STOCK,BUY,+1,TO OPEN,MFNC,,,STOCK,21.43,21.43,LMT
,4/13/21 06:54:33,STOCK,SELL,-10,TO CLOSE,VTVT,,,STOCK,3.01,3.01,STP
,4/13/21 06:54:21,STOCK,BUY,+10,TO OPEN,VTVT,,,STOCK,3.03,3.03,LMT
,4/13/21 06:52:17,STOCK,SELL,-20,TO CLOSE,VTVT,,,STOCK,3.0701,3.07,LMT
,4/13/21 06:51:53,STOCK,BUY,+20,TO OPEN,VTVT,,,STOCK,3.08,3.08,LMT
,4/13/21 06:49:31,STOCK,SELL,-25,TO CLOSE,VTVT,,,STOCK,3.0702,3.0704,MKT
,4/13/21 06:49:17,STOCK,BUY,+25,TO OPEN,VTVT,,,STOCK,3.11,3.11,LMT
,4/13/21 06:48:35,STOCK,SELL,-10,TO CLOSE,VTVT,,,STOCK,3.0801,3.08,LMT
,4/13/21 06:48:33,STOCK,SELL,-10,TO CLOSE,VTVT,,,STOCK,3.0902,3.09,LMT
,4/13/21 06:48:22,STOCK,BUY,+10,TO OPEN,VTVT,,,STOCK,3.06,3.06,LMT
,4/13/21 06:47:34,STOCK,BUY,+10,TO OPEN,VTVT,,,STOCK,3.03,3.03,LMT
,4/13/21 06:42:40,STOCK,SELL,-10,TO CLOSE,BTN,,,STOCK,3.63,3.63,MKT
,4/13/21 06:42:34,STOCK,BUY,+5,TO OPEN,BTN,,,STOCK,3.7399,3.74,LMT
,4/13/21 06:42:21,STOCK,BUY,+5,TO OPEN,BTN,,,STOCK,3.76,3.76,LMT
,4/12/21 07:20:55,STOCK,SELL,-5,TO CLOSE,ATNF,,,STOCK,12.17,12.17,LMT
,4/12/21 07:20:43,STOCK,BUY,+5,TO OPEN,ATNF,,,STOCK,12.23,12.23,LMT
,4/12/21 07:19:06,STOCK,SELL,-5,TO CLOSE,ATNF,,,STOCK,12.1613,12.162,LMT
,4/12/21 07:18:45,STOCK,SELL,-10,TO CLOSE,ATNF,,,STOCK,12.1502,12.15,LMT
,4/12/21 07:18:32,STOCK,BUY,+10,TO OPEN,ATNF,,,STOCK,12.14,12.14,LMT
,4/12/21 07:18:06,STOCK,BUY,+5,TO OPEN,ATNF,,,STOCK,12.09,12.09,LMT
,4/12/21 07:16:36,STOCK,SELL,-1,TO CLOSE,ACY,,,STOCK,13.17,13.17,LMT
,4/12/21 07:15:59,STOCK,SELL,-1,TO CLOSE,ACY,,,STOCK,13.1401,13.14,LMT
,4/12/21 07:15:32,STOCK,BUY,+1,TO OPEN,ACY,,,STOCK,13.03,13.03,LMT
,4/12/21 07:15:04,STOCK,BUY,+1,TO OPEN,ACY,,,STOCK,13.2874,13.29,LMT
,4/12/21 06:50:27,STOCK,SELL,-10,TO CLOSE,XTNT,,,STOCK,2.9912,2.991,MKT
,4/12/21 06:50:14,STOCK,BUY,+10,TO OPEN,XTNT,,,STOCK,3.0799,3.08,LMT
,4/12/21 06:48:44,STOCK,SELL,-10,TO CLOSE,XTNT,,,STOCK,3.00,3.00,LMT
,4/12/21 06:48:18,STOCK,BUY,+10,TO OPEN,XTNT,,,STOCK,2.9896,2.99,LMT
,4/12/21 06:47:34,STOCK,SELL,-1,TO CLOSE,ATNF,,,STOCK,12.0133,12.01,MKT
,4/12/21 06:47:21,STOCK,SELL,-5,TO CLOSE,ATNF,,,STOCK,12.1038,12.104,LMT
,4/12/21 06:47:16,STOCK,SELL,-15,TO CLOSE,XTNT,,,STOCK,3.0601,3.06,LMT
,4/12/21 06:46:57,STOCK,BUY,+5,TO OPEN,ATNF,,,STOCK,12.27,12.27,LMT
,4/12/21 06:46:34,STOCK,BUY,+15,TO OPEN,XTNT,,,STOCK,2.85,2.85,LMT
,4/12/21 06:45:34,STOCK,BUY,+1,TO OPEN,ATNF,,,STOCK,11.94,11.94,LMT
,4/12/21 06:43:19,STOCK,SELL,-5,TO CLOSE,XTNT,,,STOCK,2.76,2.76,MKT
,4/12/21 06:41:44,STOCK,BUY,+5,TO OPEN,XTNT,,,STOCK,2.92,2.92,LMT
,4/12/21 06:37:39,STOCK,SELL,-1,TO CLOSE,EVLO,,,STOCK,12.08,12.08,STP
,4/12/21 06:37:37,STOCK,BUY,+1,TO OPEN,EVLO,,,STOCK,12.55,12.55,LMT
,4/12/21 06:32:50,STOCK,SELL,-10,TO CLOSE,EARS,,,STOCK,5.2901,5.29,MKT
,4/12/21 06:32:33,STOCK,BUY,+5,TO OPEN,EARS,,,STOCK,5.43,5.43,LMT
,4/12/21 06:32:04,STOCK,BUY,+5,TO OPEN,EARS,,,STOCK,5.3782,5.378,LMT
,4/9/21 07:03:48,STOCK,SELL,-1,TO CLOSE,TENX,,,STOCK,2.12,2.12,LMT
,4/9/21 07:03:35,STOCK,BUY,+1,TO OPEN,TENX,,,STOCK,2.11,2.11,LMT
,4/9/21 07:03:20,STOCK,SELL,-1,TO CLOSE,TENX,,,STOCK,2.1101,2.11,MKT
,4/9/21 07:02:50,STOCK,BUY,+1,TO OPEN,TENX,,,STOCK,2.10,2.10,MKT
,4/9/21 06:42:10,STOCK,SELL,-25,TO CLOSE,TENX,,,STOCK,2.2402,2.24,MKT
,4/9/21 06:41:55,STOCK,BUY,+20,TO OPEN,TENX,,,STOCK,2.29,2.29,LMT
,4/9/21 06:41:55,STOCK,BUY,+5,TO OPEN,TENX,,,STOCK,2.29,2.29,LMT
,4/9/21 06:37:32,STOCK,SELL,-25,TO CLOSE,TENX,,,STOCK,2.41,2.41,LMT
,4/9/21 06:37:27,STOCK,BUY,+25,TO OPEN,TENX,,,STOCK,2.31,2.31,LMT
,4/9/21 06:36:09,STOCK,SELL,-1,TO CLOSE,GLSI,,,STOCK,64.5459,64.55,MKT
,4/9/21 06:36:08,STOCK,SELL,-5,TO CLOSE,GLSI,,,STOCK,64.31,64.31,LMT
,4/9/21 06:34:51,STOCK,BUY,+5,TO OPEN,GLSI,,,STOCK,67.77,67.77,LMT
,4/9/21 06:34:43,STOCK,BUY,+1,TO OPEN,GLSI,,,STOCK,66.90,66.90,MKT
,4/8/21 07:30:07,STOCK,SELL,-30,TO CLOSE,EARS,,,STOCK,4.245,4.245,MKT
,4/8/21 07:29:57,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,4.28,4.28,LMT
,4/8/21 07:29:35,STOCK,BUY,+5,TO OPEN,EARS,,,STOCK,4.28,4.28,LMT
,4/8/21 07:25:22,STOCK,SELL,-25,TO CLOSE,EARS,,,STOCK,4.23,4.23,LMT
,4/8/21 07:25:03,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,4.1496,4.1496,LMT
,4/8/21 07:23:42,STOCK,SELL,-25,TO CLOSE,EARS,,,STOCK,4.12,4.12,LMT
,4/8/21 07:22:39,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,4.13,4.13,LMT
,4/8/21 07:15:25,STOCK,SELL,-5,TO CLOSE,EARS,,,STOCK,4.1709,4.17,LMT
,4/8/21 07:15:16,STOCK,SELL,-25,TO CLOSE,EARS,,,STOCK,4.18,4.18,LMT
,4/8/21 07:15:04,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,4.20,4.20,LMT
,4/8/21 07:14:39,STOCK,BUY,+5,TO OPEN,EARS,,,STOCK,4.12,4.12,LMT
,4/8/21 07:09:25,STOCK,SELL,-25,TO CLOSE,EARS,,,STOCK,3.98,3.98,LMT
,4/8/21 07:08:45,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,3.9798,3.98,LMT
,4/8/21 07:08:18,STOCK,SELL,-1,TO CLOSE,VERY,,,STOCK,20.5331,20.53,LMT
,4/8/21 07:07:57,STOCK,BUY,+1,TO OPEN,VERY,,,STOCK,20.345,20.34,MKT
,4/8/21 07:07:30,STOCK,SELL,-25,TO CLOSE,EARS,,,STOCK,3.8701,3.87,LMT
,4/8/21 07:06:56,STOCK,BUY,+25,TO OPEN,EARS,,,STOCK,3.93,3.93,LMT
,4/8/21 07:03:49,STOCK,SELL,-15,TO CLOSE,EARS,,,STOCK,3.9001,3.90,LMT
,4/8/21 07:03:24,STOCK,BUY,+15,TO OPEN,EARS,,,STOCK,3.9099,3.91,LMT
